dataset,feat_algo,acc,prec,recall,f1,mcc,roc_auc,g-m,bal
activemq-5.2.0.csv,Mutual-Info1,0.86,0.64,0.65,0.64,0.29,0.79,0.76,0.75
activemq-5.2.0.csv,Mutual-Info2,0.86,0.65,0.66,0.66,0.32,0.81,0.77,0.75
activemq-5.2.0.csv,Mutual-Info3,0.87,0.66,0.68,0.67,0.34,0.81,0.78,0.77
activemq-5.2.0.csv,Mutual-Info4,0.87,0.67,0.7,0.68,0.36,0.83,0.79,0.78
activemq-5.2.0.csv,Anova1,0.91,0.77,0.78,0.78,0.55,0.79,0.86,0.84
activemq-5.2.0.csv,Anova2,0.91,0.76,0.73,0.74,0.48,0.85,0.83,0.8
activemq-5.2.0.csv,Anova3,0.9,0.73,0.76,0.74,0.49,0.88,0.83,0.82
activemq-5.2.0.csv,Anova4,0.9,0.74,0.72,0.73,0.46,0.87,0.82,0.8
activemq-5.2.0.csv,DropCorrelated1,0.91,0.77,0.73,0.75,0.5,0.87,0.83,0.81
activemq-5.2.0.csv,DropCorrelated2,0.91,0.77,0.78,0.77,0.55,0.88,0.85,0.84
activemq-5.2.0.csv,DropCorrelated3,0.92,0.78,0.77,0.77,0.55,0.9,0.85,0.83
activemq-5.2.0.csv,DropCorrelated4,0.91,0.78,0.73,0.75,0.51,0.9,0.83,0.81
activemq-5.2.0.csv,SmartCorrelated1,0.92,0.79,0.75,0.77,0.54,0.88,0.84,0.82
activemq-5.2.0.csv,SmartCorrelated2,0.91,0.79,0.71,0.74,0.49,0.84,0.82,0.79
activemq-5.2.0.csv,SmartCorrelated3,0.92,0.79,0.76,0.77,0.55,0.91,0.85,0.83
activemq-5.2.0.csv,SmartCorrelated4,0.91,0.76,0.71,0.73,0.47,0.88,0.82,0.79
activemq-5.2.0.csv,RFE-Logistic1,0.8,0.59,0.64,0.6,0.23,0.67,0.73,0.72
activemq-5.2.0.csv,RFE-Logistic2,0.86,0.63,0.64,0.63,0.27,0.77,0.75,0.74
activemq-5.2.0.csv,RFE-Logistic3,0.9,0.74,0.76,0.75,0.5,0.88,0.84,0.83
activemq-5.2.0.csv,RFE-Logistic4,0.87,0.66,0.65,0.65,0.31,0.8,0.76,0.75
activemq-5.2.0.csv,Forward1,0.91,0.76,0.75,0.75,0.51,0.86,0.84,0.82
activemq-5.2.0.csv,Forward2,0.9,0.74,0.74,0.74,0.48,0.85,0.83,0.81
activemq-5.2.0.csv,Forward3,0.9,0.75,0.74,0.74,0.49,0.86,0.83,0.81
activemq-5.2.0.csv,Forward4,0.9,0.74,0.72,0.73,0.46,0.84,0.82,0.8
activemq-5.2.0.csv,RFE-Random1,0.83,0.58,0.58,0.58,0.16,0.73,0.71,0.7
activemq-5.2.0.csv,RFE-Random2,0.85,0.62,0.64,0.63,0.26,0.76,0.75,0.74
activemq-5.2.0.csv,RFE-Random3,0.86,0.63,0.61,0.61,0.24,0.77,0.74,0.72
activemq-5.2.0.csv,RFE-Random4,0.88,0.68,0.65,0.66,0.33,0.82,0.77,0.75
activemq-5.2.0.csv,Backward1,0.89,0.72,0.74,0.73,0.46,0.87,0.82,0.81
activemq-5.2.0.csv,Backward2,0.9,0.73,0.75,0.74,0.48,0.87,0.83,0.82
activemq-5.2.0.csv,Backward3,0.9,0.75,0.75,0.75,0.51,0.89,0.84,0.82
activemq-5.2.0.csv,Backward4,0.9,0.73,0.74,0.74,0.47,0.88,0.83,0.81
activemq-5.2.0.csv,Auto-Spearman,0.91,0.77,0.69,0.72,0.46,0.69,0.81,0.78
activemq-5.2.0.csv,ATE-FS,0.91,0.78,0.72,0.75,0.5,0.85,0.83,0.8
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
hive-0.12.0.csv,None,0.93,0.78,0.7,0.73,0.48,0.9,0.82,0.79
hive-0.12.0.csv,GSMB,0.78,0.54,0.59,0.54,0.12,0.7,0.68,0.68
hive-0.12.0.csv,IAMB,0.77,0.55,0.61,0.54,0.14,0.72,0.69,0.69
hive-0.12.0.csv,IAMBnPC,0.77,0.56,0.64,0.56,0.18,0.7,0.71,0.71
hive-0.12.0.csv,LRH,0.82,0.55,0.59,0.56,0.14,0.72,0.7,0.69
hive-0.12.0.csv,BAMB,0.7,0.55,0.64,0.52,0.16,0.71,0.67,0.67
hive-0.12.0.csv,FBEDk,0.82,0.55,0.59,0.56,0.14,0.73,0.7,0.7
hive-0.12.0.csv,MMMB,0.79,0.54,0.59,0.54,0.12,0.7,0.68,0.68
hive-0.12.0.csv,PCMB,0.9,0.55,0.52,0.52,0.06,0.6,0.68,0.66
hive-0.12.0.csv,HITON_MB,--,--,--,--,--,--,--,
hive-0.12.0.csv,MBOR,0.79,0.55,0.6,0.55,0.14,0.7,0.69,0.69
hive-0.12.0.csv,IPCMB,--,--,--,--,--,--,--,
hive-0.12.0.csv,STMB,0.77,0.56,0.64,0.56,0.18,0.71,0.71,0.7
hive-0.12.0.csv,KIAMB,0.79,0.55,0.6,0.55,0.14,0.7,0.69,0.69
hive-0.12.0.csv,TIE_P,0.85,0.58,0.61,0.59,0.18,0.74,0.72,0.71
hive-0.12.0.csv,Chi-Square1,0.85,0.61,0.69,0.63,0.28,0.82,0.77,0.76
hive-0.12.0.csv,Chi-Square2,0.8,0.6,0.73,0.61,0.3,0.83,0.77,0.77
hive-0.12.0.csv,Chi-Square3,0.81,0.6,0.72,0.61,0.29,0.83,0.77,0.76
hive-0.12.0.csv,Chi-Square4,0.88,0.63,0.68,0.65,0.31,0.84,0.78,0.77
hive-0.12.0.csv,Mutual-Info1,0.89,0.65,0.67,0.66,0.32,0.82,0.78,0.76
hive-0.12.0.csv,Mutual-Info2,0.89,0.65,0.67,0.66,0.32,0.85,0.78,0.76
hive-0.12.0.csv,Mutual-Info3,0.9,0.68,0.68,0.68,0.36,0.87,0.79,0.77
hive-0.12.0.csv,Mutual-Info4,0.86,0.64,0.74,0.66,0.36,0.87,0.8,0.8
hive-0.12.0.csv,Anova1,0.87,0.63,0.64,0.62,0.26,0.82,0.75,0.74
hive-0.12.0.csv,Anova2,0.87,0.64,0.7,0.66,0.33,0.84,0.79,0.78
hive-0.12.0.csv,Anova3,0.9,0.66,0.67,0.67,0.34,0.85,0.78,0.77
hive-0.12.0.csv,Anova4,0.92,0.71,0.68,0.69,0.39,0.88,0.8,0.77
hive-0.12.0.csv,DropCorrelated1,0.92,0.7,0.64,0.66,0.33,0.86,0.77,0.75
hive-0.12.0.csv,DropCorrelated2,0.92,0.71,0.67,0.68,0.37,0.86,0.79,0.76
hive-0.12.0.csv,DropCorrelated3,0.93,0.75,0.69,0.71,0.44,0.9,0.81,0.78
hive-0.12.0.csv,DropCorrelated4,0.91,0.71,0.75,0.72,0.45,0.9,0.83,0.82
hive-0.12.0.csv,SmartCorrelated1,0.92,0.71,0.65,0.67,0.36,0.85,0.78,0.75
hive-0.12.0.csv,SmartCorrelated2,0.93,0.76,0.67,0.7,0.42,0.87,0.8,0.77
hive-0.12.0.csv,SmartCorrelated3,0.92,0.73,0.66,0.68,0.38,0.88,0.78,0.76
hive-0.12.0.csv,SmartCorrelated4,0.92,0.73,0.67,0.69,0.39,0.88,0.79,0.77
hive-0.12.0.csv,RFE-Logistic1,0.82,0.57,0.62,0.57,0.18,0.7,0.72,0.71
hive-0.12.0.csv,RFE-Logistic2,0.88,0.56,0.54,0.55,0.1,0.62,0.69,0.67
hive-0.12.0.csv,RFE-Logistic3,0.83,0.59,0.66,0.6,0.24,0.76,0.75,0.74
hive-0.12.0.csv,RFE-Logistic4,0.9,0.64,0.63,0.64,0.27,0.77,0.76,0.74
hive-0.12.0.csv,Forward1,0.83,0.62,0.75,0.64,0.35,0.85,0.8,0.79
hive-0.12.0.csv,Forward2,0.89,0.65,0.67,0.66,0.32,0.84,0.78,0.76
hive-0.12.0.csv,Forward3,0.9,0.68,0.69,0.68,0.37,0.86,0.8,0.78
hive-0.12.0.csv,Forward4,0.91,0.7,0.7,0.7,0.4,0.87,0.81,0.79
hive-0.12.0.csv,RFE-Random1,0.92,0.56,0.5,0.49,0.04,0.54,0.67,0.65
hive-0.12.0.csv,RFE-Random2,0.91,0.51,0.5,0.49,0.02,0.54,0.67,0.65
hive-0.12.0.csv,RFE-Random3,0.89,0.58,0.55,0.56,0.13,0.66,0.7,0.68
hive-0.12.0.csv,RFE-Random4,0.89,0.57,0.55,0.56,0.12,0.71,0.7,0.68
hive-0.12.0.csv,Backward1,0.89,0.66,0.7,0.67,0.35,0.85,0.79,0.78
hive-0.12.0.csv,Backward2,0.89,0.66,0.68,0.66,0.33,0.85,0.78,0.77
hive-0.12.0.csv,Backward3,0.91,0.7,0.68,0.69,0.38,0.86,0.79,0.77
hive-0.12.0.csv,Backward4,0.9,0.68,0.68,0.68,0.36,0.87,0.79,0.77
hive-0.12.0.csv,Auto-Spearman,0.93,0.76,0.68,0.71,0.43,0.68,0.8,0.77
hive-0.12.0.csv,ATE-FS,0.87,0.6,0.63,0.61,0.23,0.82,0.74,0.73
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
camel-2.10.0.csv,None,0.97,0.7,0.62,0.64,0.3,0.87,0.76,0.73
camel-2.10.0.csv,GSMB,0.95,0.57,0.58,0.57,0.15,0.76,0.73,0.7
camel-2.10.0.csv,IAMB,0.95,0.56,0.57,0.57,0.13,0.76,0.72,0.7
camel-2.10.0.csv,IAMBnPC,0.94,0.54,0.57,0.55,0.11,0.74,0.71,0.69
camel-2.10.0.csv,LRH,0.95,0.56,0.57,0.56,0.12,0.76,0.72,0.69
camel-2.10.0.csv,BAMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,FBEDk,0.94,0.55,0.56,0.55,0.11,0.73,0.71,0.69
camel-2.10.0.csv,MMMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,PCMB,0.93,0.54,0.58,0.55,0.11,0.74,0.72,0.7
camel-2.10.0.csv,HITON_MB,0.91,0.55,0.63,0.57,0.16,0.78,0.75,0.73
camel-2.10.0.csv,MBOR,--,--,--,--,--,--,--,
camel-2.10.0.csv,IPCMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,STMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,KIAMB,0.94,0.56,0.58,0.56,0.13,0.72,0.72,0.7
camel-2.10.0.csv,TIE_P,0.96,0.59,0.54,0.55,0.12,0.77,0.7,0.68
camel-2.10.0.csv,Chi-Square1,0.94,0.6,0.69,0.62,0.27,0.81,0.8,0.78
camel-2.10.0.csv,Chi-Square2,0.94,0.59,0.68,0.62,0.26,0.81,0.79,0.77
camel-2.10.0.csv,Chi-Square3,0.94,0.6,0.67,0.62,0.26,0.78,0.79,0.77
camel-2.10.0.csv,Chi-Square4,0.95,0.61,0.67,0.63,0.27,0.84,0.79,0.77
camel-2.10.0.csv,Mutual-Info1,0.93,0.57,0.65,0.6,0.21,0.81,0.77,0.75
camel-2.10.0.csv,Mutual-Info2,0.94,0.59,0.65,0.61,0.23,0.81,0.77,0.75
camel-2.10.0.csv,Mutual-Info3,0.94,0.59,0.65,0.61,0.24,0.81,0.78,0.75
camel-2.10.0.csv,Mutual-Info4,0.95,0.61,0.67,0.63,0.27,0.82,0.79,0.77
camel-2.10.0.csv,Anova1,0.97,0.66,0.57,0.59,0.2,0.61,0.72,0.69
camel-2.10.0.csv,Anova2,0.96,0.61,0.57,0.58,0.17,0.64,0.72,0.69
camel-2.10.0.csv,Anova3,0.96,0.6,0.59,0.59,0.19,0.68,0.74,0.71
camel-2.10.0.csv,Anova4,0.96,0.61,0.59,0.6,0.2,0.75,0.74,0.71
camel-2.10.0.csv,DropCorrelated1,0.97,0.65,0.59,0.61,0.23,0.86,0.73,0.71
camel-2.10.0.csv,DropCorrelated2,0.97,0.67,0.58,0.61,0.24,0.86,0.73,0.71
camel-2.10.0.csv,DropCorrelated3,0.97,0.68,0.62,0.64,0.29,0.87,0.76,0.73
camel-2.10.0.csv,DropCorrelated4,0.97,0.68,0.61,0.63,0.28,0.87,0.75,0.72
camel-2.10.0.csv,SmartCorrelated1,0.97,0.68,0.59,0.62,0.25,0.86,0.74,0.71
camel-2.10.0.csv,SmartCorrelated2,0.95,0.62,0.66,0.63,0.28,0.86,0.79,0.76
camel-2.10.0.csv,SmartCorrelated3,0.97,0.67,0.6,0.63,0.27,0.86,0.75,0.72
camel-2.10.0.csv,SmartCorrelated4,0.96,0.66,0.6,0.62,0.25,0.87,0.75,0.72
camel-2.10.0.csv,RFE-Logistic1,0.94,0.58,0.63,0.6,0.21,0.77,0.76,0.74
camel-2.10.0.csv,RFE-Logistic2,0.91,0.57,0.72,0.6,0.25,0.83,0.81,0.79
camel-2.10.0.csv,RFE-Logistic3,0.95,0.61,0.64,0.62,0.24,0.83,0.77,0.74
camel-2.10.0.csv,RFE-Logistic4,0.95,0.6,0.64,0.62,0.24,0.84,0.77,0.74
camel-2.10.0.csv,Forward1,0.96,0.62,0.61,0.61,0.22,0.81,0.75,0.72
camel-2.10.0.csv,Forward2,0.95,0.6,0.61,0.6,0.21,0.82,0.75,0.72
camel-2.10.0.csv,Forward3,0.96,0.6,0.6,0.6,0.2,0.81,0.74,0.71
camel-2.10.0.csv,Forward4,0.96,0.63,0.62,0.62,0.25,0.83,0.76,0.73
camel-2.10.0.csv,RFE-Random1,0.97,0.49,0.5,0.49,0,0.47,0.67,0.65
camel-2.10.0.csv,RFE-Random2,0.96,0.52,0.51,0.51,0.03,0.47,0.67,0.65
camel-2.10.0.csv,RFE-Random3,0.96,0.62,0.61,0.61,0.23,0.81,0.75,0.72
camel-2.10.0.csv,RFE-Random4,0.96,0.66,0.63,0.64,0.28,0.83,0.77,0.74
camel-2.10.0.csv,Backward1,0.96,0.62,0.59,0.6,0.21,0.77,0.74,0.71
camel-2.10.0.csv,Backward2,0.96,0.65,0.61,0.63,0.26,0.82,0.75,0.73
camel-2.10.0.csv,Backward3,0.96,0.65,0.62,0.63,0.26,0.83,0.76,0.73
camel-2.10.0.csv,Backward4,0.96,0.66,0.62,0.63,0.27,0.84,0.76,0.73
camel-2.10.0.csv,Auto-Spearman,0.97,0.73,0.6,0.64,0.3,0.6,0.75,0.72
camel-2.10.0.csv,ATE-FS,0.96,0.63,0.59,0.6,0.22,0.73,0.74,0.71
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
derby-10.2.1.6.csv,None,0.83,0.81,0.8,0.8,0.61,0.88,0.84,0.83
derby-10.2.1.6.csv,GSMB,0.81,0.79,0.78,0.78,0.56,0.83,0.82,0.82
derby-10.2.1.6.csv,IAMB,0.81,0.79,0.77,0.78,0.56,0.82,0.82,0.82
derby-10.2.1.6.csv,IAMBnPC,0.81,0.79,0.78,0.79,0.57,0.81,0.83,0.82
derby-10.2.1.6.csv,LRH,0.8,0.78,0.76,0.77,0.55,0.81,0.82,0.81
derby-10.2.1.6.csv,BAMB,0.81,0.79,0.78,0.79,0.57,0.82,0.82,0.82
derby-10.2.1.6.csv,FBEDk,0.81,0.79,0.78,0.78,0.57,0.84,0.82,0.82
derby-10.2.1.6.csv,MMMB,0.81,0.79,0.78,0.78,0.57,0.81,0.82,0.82
derby-10.2.1.6.csv,PCMB,0.81,0.79,0.78,0.79,0.57,0.8,0.82,0.82
derby-10.2.1.6.csv,HITON_MB,0.81,0.79,0.78,0.79,0.57,0.82,0.82,0.82
derby-10.2.1.6.csv,MBOR,0.81,0.79,0.78,0.78,0.57,0.81,0.82,0.82
derby-10.2.1.6.csv,IPCMB,0.81,0.79,0.78,0.78,0.57,0.79,0.82,0.82
derby-10.2.1.6.csv,STMB,0.81,0.79,0.78,0.79,0.57,0.82,0.83,0.82
derby-10.2.1.6.csv,KIAMB,0.8,0.78,0.77,0.77,0.55,0.82,0.82,0.81
derby-10.2.1.6.csv,TIE_P,0.8,0.78,0.77,0.78,0.55,0.82,0.82,0.81
derby-10.2.1.6.csv,Chi-Square1,0.68,0.65,0.65,0.65,0.3,0.72,0.69,0.69
derby-10.2.1.6.csv,Chi-Square2,0.8,0.78,0.78,0.78,0.56,0.85,0.81,0.81
derby-10.2.1.6.csv,Chi-Square3,0.8,0.77,0.78,0.78,0.55,0.85,0.81,0.81
derby-10.2.1.6.csv,Chi-Square4,0.8,0.78,0.78,0.78,0.56,0.85,0.81,0.81
derby-10.2.1.6.csv,Mutual-Info1,0.81,0.79,0.79,0.79,0.58,0.81,0.82,0.82
derby-10.2.1.6.csv,Mutual-Info2,0.81,0.79,0.78,0.78,0.56,0.82,0.82,0.82
derby-10.2.1.6.csv,Mutual-Info3,0.81,0.79,0.78,0.78,0.57,0.86,0.83,0.82
derby-10.2.1.6.csv,Mutual-Info4,0.81,0.79,0.79,0.79,0.58,0.86,0.82,0.82
derby-10.2.1.6.csv,Anova1,0.81,0.79,0.79,0.79,0.58,0.84,0.83,0.82
derby-10.2.1.6.csv,Anova2,0.81,0.79,0.8,0.79,0.59,0.86,0.82,0.82
derby-10.2.1.6.csv,Anova3,0.82,0.79,0.8,0.79,0.59,0.87,0.82,0.82
derby-10.2.1.6.csv,Anova4,0.81,0.8,0.79,0.79,0.58,0.86,0.83,0.82
derby-10.2.1.6.csv,DropCorrelated1,0.82,0.8,0.79,0.79,0.58,0.86,0.83,0.82
derby-10.2.1.6.csv,DropCorrelated2,0.82,0.8,0.79,0.79,0.59,0.87,0.83,0.83
derby-10.2.1.6.csv,DropCorrelated3,0.82,0.8,0.79,0.8,0.6,0.88,0.83,0.83
derby-10.2.1.6.csv,DropCorrelated4,0.82,0.79,0.79,0.79,0.58,0.88,0.83,0.82
derby-10.2.1.6.csv,SmartCorrelated1,0.81,0.79,0.78,0.79,0.58,0.87,0.82,0.82
derby-10.2.1.6.csv,SmartCorrelated2,0.81,0.79,0.78,0.79,0.57,0.88,0.82,0.82
derby-10.2.1.6.csv,SmartCorrelated3,0.82,0.8,0.79,0.8,0.6,0.88,0.83,0.83
derby-10.2.1.6.csv,SmartCorrelated4,0.83,0.81,0.8,0.8,0.61,0.88,0.84,0.84
derby-10.2.1.6.csv,RFE-Logistic1,0.68,0.64,0.55,0.52,0.16,0.59,0.69,0.68
derby-10.2.1.6.csv,RFE-Logistic2,0.68,0.63,0.6,0.6,0.23,0.65,0.7,0.7
derby-10.2.1.6.csv,RFE-Logistic3,0.69,0.64,0.62,0.62,0.26,0.67,0.71,0.71
derby-10.2.1.6.csv,RFE-Logistic4,0.71,0.67,0.65,0.66,0.32,0.73,0.73,0.72
derby-10.2.1.6.csv,Forward1,0.82,0.8,0.8,0.8,0.6,0.86,0.83,0.83
derby-10.2.1.6.csv,Forward2,0.79,0.76,0.76,0.76,0.53,0.83,0.8,0.8
derby-10.2.1.6.csv,Forward3,0.81,0.79,0.79,0.79,0.58,0.85,0.82,0.82
derby-10.2.1.6.csv,Forward4,0.81,0.79,0.79,0.79,0.58,0.85,0.82,0.82
derby-10.2.1.6.csv,RFE-Random1,0.67,0.64,0.53,0.48,0.13,0.54,0.68,0.67
derby-10.2.1.6.csv,RFE-Random2,0.66,0.63,0.63,0.63,0.26,0.65,0.68,0.68
derby-10.2.1.6.csv,RFE-Random3,0.75,0.73,0.71,0.72,0.44,0.76,0.77,0.77
derby-10.2.1.6.csv,RFE-Random4,0.74,0.71,0.7,0.7,0.4,0.76,0.75,0.75
derby-10.2.1.6.csv,Backward1,0.82,0.8,0.8,0.8,0.6,0.86,0.83,0.83
derby-10.2.1.6.csv,Backward2,0.8,0.78,0.78,0.78,0.56,0.85,0.82,0.81
derby-10.2.1.6.csv,Backward3,0.81,0.79,0.78,0.79,0.57,0.85,0.82,0.82
derby-10.2.1.6.csv,Backward4,0.82,0.8,0.8,0.8,0.6,0.87,0.83,0.83
derby-10.2.1.6.csv,Auto-Spearman,0.82,0.81,0.8,0.8,0.6,0.8,0.84,0.83
derby-10.2.1.6.csv,ATE-FS,0.82,0.8,0.79,0.79,0.58,0.85,0.83,0.82
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
hbase-0.95.0.csv,None,0.79,0.71,0.74,0.72,0.45,0.81,0.78,0.78
hbase-0.95.0.csv,GSMB,0.74,0.63,0.62,0.62,0.25,0.67,0.71,0.71
hbase-0.95.0.csv,IAMB,0.75,0.64,0.63,0.63,0.26,0.69,0.72,0.72
hbase-0.95.0.csv,IAMBnPC,0.69,0.6,0.62,0.61,0.22,0.66,0.68,0.68
hbase-0.95.0.csv,LRH,0.74,0.63,0.63,0.63,0.26,0.68,0.72,0.71
hbase-0.95.0.csv,BAMB,0.73,0.62,0.62,0.62,0.23,0.69,0.71,0.7
hbase-0.95.0.csv,FBEDk,0.75,0.64,0.62,0.63,0.26,0.69,0.72,0.72
hbase-0.95.0.csv,MMMB,0.68,0.59,0.61,0.6,0.2,0.67,0.67,0.67
hbase-0.95.0.csv,PCMB,--,--,--,--,--,--,--,
hbase-0.95.0.csv,HITON_MB,0.74,0.63,0.63,0.63,0.26,0.69,0.71,0.71
hbase-0.95.0.csv,MBOR,0.74,0.63,0.62,0.62,0.25,0.69,0.71,0.71
hbase-0.95.0.csv,IPCMB,--,--,--,--,--,--,--,
hbase-0.95.0.csv,STMB,0.76,0.66,0.63,0.64,0.29,0.69,0.73,0.72
hbase-0.95.0.csv,KIAMB,0.75,0.65,0.63,0.63,0.28,0.69,0.73,0.72
hbase-0.95.0.csv,TIE_P,0.76,0.66,0.64,0.64,0.29,0.7,0.73,0.73
hbase-0.95.0.csv,Chi-Square1,0.72,0.62,0.63,0.62,0.25,0.71,0.7,0.7
hbase-0.95.0.csv,Chi-Square2,0.72,0.65,0.69,0.66,0.33,0.75,0.72,0.72
hbase-0.95.0.csv,Chi-Square3,0.74,0.66,0.69,0.67,0.34,0.77,0.73,0.73
hbase-0.95.0.csv,Chi-Square4,0.75,0.68,0.71,0.69,0.39,0.79,0.75,0.75
hbase-0.95.0.csv,Mutual-Info1,0.78,0.69,0.7,0.7,0.39,0.78,0.77,0.76
hbase-0.95.0.csv,Mutual-Info2,0.78,0.7,0.7,0.7,0.4,0.79,0.77,0.76
hbase-0.95.0.csv,Mutual-Info3,0.8,0.72,0.7,0.7,0.41,0.8,0.78,0.77
hbase-0.95.0.csv,Mutual-Info4,0.79,0.71,0.69,0.69,0.39,0.8,0.77,0.76
hbase-0.95.0.csv,Anova1,0.8,0.71,0.64,0.66,0.34,0.73,0.76,0.74
hbase-0.95.0.csv,Anova2,0.78,0.69,0.67,0.68,0.36,0.77,0.76,0.75
hbase-0.95.0.csv,Anova3,0.78,0.69,0.68,0.68,0.37,0.8,0.76,0.75
hbase-0.95.0.csv,Anova4,0.82,0.75,0.72,0.73,0.47,0.83,0.8,0.79
hbase-0.95.0.csv,DropCorrelated1,0.81,0.74,0.72,0.73,0.46,0.82,0.8,0.79
hbase-0.95.0.csv,DropCorrelated2,0.81,0.73,0.71,0.72,0.45,0.82,0.79,0.78
hbase-0.95.0.csv,DropCorrelated3,0.82,0.75,0.74,0.74,0.49,0.84,0.81,0.8
hbase-0.95.0.csv,DropCorrelated4,0.83,0.76,0.74,0.75,0.5,0.84,0.81,0.8
hbase-0.95.0.csv,SmartCorrelated1,0.82,0.74,0.74,0.74,0.48,0.83,0.8,0.8
hbase-0.95.0.csv,SmartCorrelated2,0.82,0.74,0.72,0.73,0.47,0.83,0.8,0.79
hbase-0.95.0.csv,SmartCorrelated3,0.82,0.74,0.74,0.74,0.48,0.83,0.8,0.8
hbase-0.95.0.csv,SmartCorrelated4,0.83,0.76,0.74,0.75,0.5,0.84,0.81,0.8
hbase-0.95.0.csv,RFE-Logistic1,0.71,0.62,0.64,0.62,0.26,0.72,0.7,0.69
hbase-0.95.0.csv,RFE-Logistic2,0.76,0.67,0.67,0.66,0.33,0.77,0.74,0.74
hbase-0.95.0.csv,RFE-Logistic3,0.73,0.64,0.65,0.64,0.29,0.75,0.72,0.72
hbase-0.95.0.csv,RFE-Logistic4,0.78,0.69,0.7,0.69,0.39,0.8,0.77,0.76
hbase-0.95.0.csv,Forward1,0.75,0.66,0.68,0.67,0.35,0.77,0.74,0.74
hbase-0.95.0.csv,Forward2,0.74,0.63,0.64,0.63,0.27,0.71,0.72,0.72
hbase-0.95.0.csv,Forward3,0.76,0.67,0.69,0.68,0.36,0.78,0.75,0.75
hbase-0.95.0.csv,Forward4,0.78,0.68,0.67,0.68,0.36,0.78,0.76,0.75
hbase-0.95.0.csv,RFE-Random1,0.74,0.59,0.54,0.54,0.11,0.57,0.68,0.67
